INDEX,ETITLE,ECLASS,QCODE,EROUND,LAYER1,LAYER2,LAYER3,QNUM,QTYPE,QUESTION,ANSWER,DIFFICULTY,CREATED_DATE,MODIFIED_DATE
103,보험중개사,손해보험,ABBA-23,20,손보1부,특종보험,,23,A,"기계보험에서담보하는위험에해당하는것은? 
①절도또는강도 
②안전장치의 고장이나 결함 
③지진 ,화산의분화 
④홍수,범람",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
104,보험중개사,손해보험,ABBA-24,20,손보1부,특종보험,,24,A,"조립보험에관한설명으로틀린것은? 
①보험가입금액은 조립공사물건의최종완성가액으로 운송비 ,조립비 ,관세,부대비용 ,시운전비 등을포함한다 . 
②종업원 ,제3자의취급상의잘못이나악의도보상된다 . 
③신품이나 중고품모두시운전기간은 4주일을넘지못한다 . 
④피보험자가 소유·관리하는 주위재산은 별도보상한도액을 설정하고 이를추가하여야보상된다 .",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
105,보험중개사,손해보험,ABBA-25,20,손보1부,특종보험,,25,A,"동산종합보험에관한설명으로맞는것은? 
①공장내장치된기계중리스물건의기계는인수할수있다. 
②담보위험은열거위험담보방식으로 화재,도난,파손, 폭발등의사고를보상한다 . 
③전기적사고또는기계적사고는보통약관상의 담보 위험이다 . 
④기평가보험으로서 재조달가액을기준으로 보상하며 감가는적용되지 않는다 .",1,,2025-08-23 21:17:14,2025-08-23 21:17:14
106,보험중개사,손해보험,ABBA-26,20,손보1부,보증보험,,26,A,"보증보험의법적성질에관한설명중틀린것은? 
①보증보험회사는 주채무자(보험계약자 )와함께채권자 (피보험자 )에대하여연대보증책임을 부담한다 . 
②보증보험 사고의발생은주채무자의채무불이행을 의미 한다 . 
③보험계약자나 보험자는언제든지보험계약을 해지할수있다. 
④보증보험 계약의관계자는 보험계약자 ,피보험자 및 보험자이다 .손해보험중개사시험 -",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
107,보험중개사,손해보험,ABBA-27,20,손보1부,보증보험,,27,A,"다음중피보험자가입은재산상의손해뿐아니라 ,제3자가 입은재산상의손해까지보상하는보증보험상품은 ? 
①인ˑ 허가보증보험 
②이행 (계약 )보증보험 
③납세보증보험 
④리스보증보험",1,,2025-08-23 21:17:14,2025-08-23 21:17:14
108,보험중개사,손해보험,ABBA-28,20,손보1부,보증보험,,28,A,"보증보험증권은일반적으로보험계약자가발급받아 피보험자에게제출한다 .다음보증보험상품중보증보험 증권을보험계약자가피보험자가아닌제3자에게제출 하는상품으로가장적합한것은? 
①공사이행보증보험 
②이행 (입찰)보증보험 
③공탁보증보험 
④소액대출보증보험",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
109,보험중개사,손해보험,ABBA-29,20,손보1부,보증보험,,29,A,"다음상법및보증보험약관상의내용이다 .괄호에들어갈 단어를올바른순서대로나열한것은? §보험자가 보험약관의 교부․명시의무를 위반한때보험 계약자는 계약체결일로부터 1개월이내에피보험자의 서면동의를얻어계약을 ()할수있다 . §계약자의 사기에의한계약이성립되었음을 보험자가 증명하는 경우에는 사기사실을 안날로부터 1개월이내에 , 계약체결일로부터 5년이내에한하여계약을 ()할수 있다 . §보험계약자는 계약체결 후지체없이 보험료의 전부또는 제1회보험료를 지급하여야하며,이를지급하지 아니하면 계약성립 후2월이경과하면 그계약은 ()된것으로본다. §보험자는 피보험자의 고의로인한손해가발생한경우 계약을 ()할수있다 . 
①해지 -취소 -해지 -취소 
②취소 -해지 -해제 -해지 
③해제 -해지 -취소 -해제 
④취소 -해제 -해지 -취소",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
110,보험중개사,손해보험,ABBA-30,20,손보1부,보증보험,,30,A,"다음보험의기본적특성 4가지중에서보증보험과가장 관련이적은것은? 
①손해의집단화 (Pooling oflosses) 
②우연한사고에의한손해보상 (Payment offortuitous losses) 
③위험의전가 (Risk transfer) 
④실손보상 (Indemnification)",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
111,보험중개사,손해보험,ABBA-31,20,손보1부,연금저축,,31,A,"청약철회에관한설명으로옳지않은것은? 
①청약을철회할때에이미보험금지급사유가 발생하였 으나계약자가 그보험금지급사유가 발생한사실을 알지못한경우에는 청약철회의 효력은발생하지 않는다 . 
②계약자가 제1회보험료를 신용카드로납입한계약의 청약을철회하는 경우에회사는신용카드의매출을취소 하며이자를더하여지급하지 않는다 . 
③계약자는 보험증권을 받은날부터 30일이내에그청약을 철회할수있다. 
④계약자가 청약을철회한때에는회사는청약의철회를 접수한날부터 3영업일이내에납입한보험료를 반환한다.",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
112,보험중개사,손해보험,ABBA-32,20,손보1부,연금저축,,32,A,"장기저축성보험의위험률차손익에대한설명으로맞는것은? 
①위험보험료와 지급보험금과의 차이 
②예정사업비와 실제사업비와의 차이 
③예정이율과투자수익률과의 차이 
④해약환급금과 책임준비금과의 차이",1,,2025-08-23 21:17:14,2025-08-23 21:17:14
113,보험중개사,손해보험,ABBA-33,20,손보1부,연금저축,,33,A,"다음설명중( )안에들어갈말로맞는것은? 연금계좌에서수령한소득세과세대상 연금소득의 합계가 연간 ( )이하인경우분리과세로납세의무를 종결 할수있다 . 
①600만원 
②1,200만원 
③1,800만원 
④2,400만원",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
114,보험중개사,손해보험,ABBA-34,20,손보1부,연금저축,,34,A,"저축성보험의보험차익과세대상에서제외되는월적립식 저축성보험의기준으로옳지않은것은? 
①최초납입일부터 만기일또는중도해지일까지의 기간이 10년이상일것 
②최초납입일로부터납입기간이 5년이상인월적립식 계약일것 
③최초납입일부터 매월납입하는기본보험료가균등하고 , 기본보험료의 선납기간이 6개월이내일것 
④최초계약한기본보험료의 2배이내로기본보험료를 증액할것",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
115,보험중개사,손해보험,ABBA-35,20,손보1부,연금저축,,35,A,"연금저축손해보험에가입한계약자가적용받을수있는 연금계좌세액공제에 대한다음의설명중옳지않은것은? 
①납입금액중 연간 400만원한도로납입금액의 12%를 세액공제 받을수있다 . 
②계약자가 연금저축계약에서 인출(연금지급 등)할경우 연금수령요건에해당하는 금액은연금소득세를 ,연금 수령요건을충족하지못하는금액은기타소득세를납입 하여야한다. 
③당해발생한이자는세액공제의 대상이아니다 . 
④세액공제대상이 되는납입보험료는 기본계약과 특약 보험료를 합한금액을말한다 .손해보험중개사시험 -",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
116,보험중개사,손해보험,ABBA-36,20,손보1부,연금저축,,36,A,"다음은실손의료보험표준약관의상해입원의료비 (표준형 )의 보상내용이다 .()안에들어갈내용중올바르지 않은것은? 회사는피보험자가 상해로인하여병원에입원하여 치료를 받은경우에는 입원의료비를 다음과같이하나의상해당 보험가입금액 (5,000만원을최고한도로 계약자가정하는금액)을 한도로보상합니다 . 구분 보상금액 표준형입원실료 , 입원제비용 입원수술비‘국민건강보험법에서 정한요양급여 또는의료급여법에서 정한의료급여 중본인부담금 ’과‘비급여 (상급병실료 차액제외)’의합계액 (본인이실제로 부담한금액 )의(
①)해당액 (다만 , 20%해당액이 계약일 또는매년 계약해당일로부터 연간 (
②)을 초과하는 경우그초과금액은 보상 합니다 .) 상급병실료 차액입원시실제사용병실과 기준병실과의 병실료차액중(
③)를공제한 후의 금액(다만,1일평균금액 (
④)을한도로 하며,1일평균금액은입원기간 동안 상급병실료 차액전체를총입원일수로 나누어산출합니다 ) 
①80% 
②200만원 
③50% 
④20만원",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
117,보험중개사,손해보험,ABBA-37,20,손보1부,연금저축,,37,A,"다음은질병 상해보험표준약관의보험계약의성립에 관한사항이다 .( )안에 들어갈말로알맞은것은? 회사가제1회보험료를 받고승낙을거절한경우에는 거절 통지와함께받은금액을계약자에게돌려드리며,보험료를 받은기간에대하여 ( )+1%를연단위복리로계산한 금액을더하여지급합니다 . 
①예정이율 
②표준이율 
③공시이율 
④보험계약대출이율",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
118,보험중개사,손해보험,ABBA-38,20,손보1부,연금저축,,38,A,"연금저축손해보험의 계약자배당금지급에관한내용이다 . 틀린것은? 
①회사는계약해당일이 속하는사업년도 말에연금자산의 운용수익을 계산하여 운용수익이 적립이율에 기초한 운용수익에 미달하는 경우금융감독원장이 전하는방법에 따라계산한금액을계약자배당준비금으로 적립한다 . 
②계약이종료하는 경우보험금또는환급금에 더하여 지급한다 . 
③연금지급개시일이 도래하기이전까지 적립한계약자 배당준비금은 연금지급방법과 동일하게 증액연금으로 지급한다 . 
④연금지급개시일 이후에발생된계약자배당준비금은 금융감독원장이 정하는방법에따라계약자배당금을 계산하여 매회연금에더하여가산연금으로 지급한다 .",1,,2025-08-23 21:17:14,2025-08-23 21:17:14
119,보험중개사,손해보험,ABBA-39,20,손보1부,연금저축,,39,A,"연금저축손해보험의 계약이전에관한사항이다 ,옳지 않은것은? 
①연금저축손해보험의 계약은타금융업권으로이전가능하다. 
②압류,가압류또는질권등이설정되거나 ,보험계약대출을 상환하지 않을경우,이전이불가능하다. 
③계약자의 선택에따라계약을분할(금액분할 )하여타기관 으로이전할수있다. 
④계약이전금액은 계약의해지환급금에서 계약이전 수수료를 차감한금액을말한다",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
120,보험중개사,손해보험,ABBA-40,20,손보1부,연금저축,,40,A,"다음실손의료보험표준약관에대한내용중올바르지 않은것은? 
①회사는이약관의명칭에‘실손의료비 ’문구를포함하여 사용해야한다. 
②회사가판매하는 실손의료보험상품은 상해입원형,상해 통원형,질병입원형,질병통원형및종합입원형,종 합통원형의담보종목으로 구성되어 있다 . 
③통원의료비는외래제비용 ,외래수술비,처방조제비로 구성된다 . 
④보상대상의료비는 가입금액을 한도로실제로부담한 금액에서 공제금액을 차감한금액을말한다 .",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
121,보험중개사,손해보험,ABCA-01,20,손보2부,화재보험,,1,A,"다음중국문화재보험의물건별보험요율적용에관한 설명으로옳지않은것은? 
①주택으로 사용하는 건물내에일시적으로 가재이외의 동산을수용하는 경우건물및가재에대하여는 주택물건 요율을적용한다 . 
②주택으로 건축중인 건물(신축,증축,개축및수선중인 건물)로서건축기간중만을 보험기간으로 하는계약에 대하여는 주택물건요율을 적용한다 . 
③교회,사원의본당및그부속건물 ,의사의진료소 ,대서소 등에쓰이는주택또는공가에대해서는일반물건의요율을 적용한다 . 
④신축중인 공장으로서 그의예정계획이 공장물건에 해당하는 것은공업상의 작업에사용하는 기계의설치가 완료되기 전까지는 일반물건의 요율을적용한다 .",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
122,보험중개사,손해보험,ABCA-02,20,손보2부,화재보험,,2,A,"다음중국문화재보험에관한설명으로옳지않은것은? 
①물건의종류를주택물건 ,일반물건 ,공장물건으로 구분한다 . 
②보험요율 적용의기간단위는 1년을원칙으로 하고,기간 보험에해당한다 . 
③보험기간 중보험가액이 변경되지 않는보험가액불변경 주의가적용된다 . 
④보통약관에서는 보상하는 손해의종류를열거하는 방식을 채택하고 있다.",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
123,보험중개사,손해보험,ABCA-03,20,손보2부,화재보험,,3,A,"다음중국문화재보험특별약관에해당하지않는것은? 
①풍수재위험 특별약관 
②유리손해 특별약관 
③상품포괄 특별약관 
④지진위험 특별약관",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
124,보험중개사,손해보험,ABCA-04,20,손보2부,화재보험,,4,A,"국문화재보험보통약관의내용으로 ()안에들어갈말로 옳은것은? 보험금청구권 ,보험료또는환급금반환청구권은 (가)()년간행사하지 아니하면 소멸시효가 완성됩니다 . 계약자 ,피보험자 또는이들의대리인의 사기에의하여 계약이성립되었음을 회사가증명하는 경우에는 계약 체결일로부터 (나)()년이내(사기사실을안날로부터 1개월이내 )에계약을취소할수있습니다 . 
①(가)3년,(나)5년 
②(가)2년,(나)5년 
③(가)5년,(나)3년 
④(가)2년,(나)3년",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
125,보험중개사,손해보험,ABCA-05,20,손보2부,화재보험,,5,A,"국문주택화재보험보통약관에서담보하는손해에해당하는것은? 
①화재가발생했을 때도난으로 생긴손해 
②가사용가스의폭발로생긴손해 
③급배수설비가 우연한사고로인해누수됨에 따라보험의 목적에생긴직접손해 
④전기장치의 전기적사고로생긴손해",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
126,보험중개사,손해보험,ABCA-06,20,손보2부,화재보험,,6,A,"국문화재보험보통약관에서보상하는비용손해에관한 설명으로옳지않은것은? 
①잔존물제거비용은 사고현장에서의 잔존물의 해체비용 , 청소비용 및차에싣는비용으로 보험가입금액을 초과할 수없다. 
②잔존물을 보전하기 위하여지출한필요비또는유익비는 보험가입금액을 한도로보상한다 . 
③제3자로부터 손해의배상을받을수있는경우에는 그권리를지키거나 행사하기 위하여지출한필요비 또는유익비는 보험가입금액을 초과하더라도 보상한다 . 
④손해의방지또는경감을위하여지출한필요비또는 유익비는 일부보험의 경우비례보상이 적용된다 .",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
127,보험중개사,손해보험,ABCA-07,20,손보2부,화재보험,,7,A,"국문화재보험에서 아래의조건에따라지급보험금을산출할 경우옳은것은? □영 위 업 종:일반판매시설 □보험가입금액 :건물 800만원 ,재고자산 800만원 □보 험 가 액:건물 1,000만원 ,재고자산 1,000만원 □손해액:건물 200만원 ,재고자산 300만원 
①건물 200만원 ,재고자산 240만원 
②건물 200만원 ,재고자산 300만원 
③건물 160만원 ,재고자산 300만원 
④건물 160만원 ,재고자산 240만원",1,,2025-08-23 21:17:14,2025-08-23 21:17:14
128,보험중개사,손해보험,ABCA-08,20,손보2부,화재보험,,8,A,"다음중패키지보험의제1부문재산종합위험담보와 제2 부문기계위험담보의공통된확장위험담보조항에 해당하 지않는것은? 
①일시적인 철거위험 (Temporary Removal) 
②특별비용 (Expediting Expenses) 
③건축가 ,조사자 ,자문기술자 용역비용 (Architects, Surveyors and Consulting Engineers) 
④추가재산 (Capital Additions)",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
129,보험중개사,손해보험,ABCA-09,20,손보2부,화재보험,,9,A,"패키지보험의제3부문기업휴지손해담보에 관한설명으로 옳지않은것은? 
①재산종합위험담보부문에서의 보상여부에 관계없이 조업의 중단또는휴지로생긴손해를보상한다 . 
②매출액의 감소로인한총이익의 상실액과 특별비용을 보상한다 . 
③공사과정 중의작업에기인된공사지연에 따른기업 휴지손실은 보상하지 않는다 . 
④손해를입은재물의재축과관련하여 타인에의해구내 에서조업이중단됨으로서 증가한손해는보상하지 않는다 .손해보험중개사시험 -",1,,2025-08-23 21:17:14,2025-08-23 21:17:14
130,보험중개사,손해보험,ABCA-10,20,손보2부,화재보험,,10,A,"패키지보험의제1부문재산종합위험담보에서 별도의 명시적인합의가없는한보상하지않는목적물에해당 하지않은것은? 
①통상적인 유지정비를 위해시운전중인 기계 
②운송중인 상품이나 재물 
③지하의재물 
④제조과정 중에투입된촉매",1,,2025-08-23 21:17:14,2025-08-23 21:17:14
131,보험중개사,손해보험,ABCA-11,20,손보2부,해상보험,,11,A,"Incoterms(2010)상의무역거래조건중에서위험이이전 되는시점이서로같은것으로짝지어진것은? 
①CIP, CFR 
②CPT, CIF 
③CIP, CIF 
④CPT, CIP",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
132,보험중개사,손해보험,ABCA-12,20,손보2부,해상보험,,12,A,"현재국내에서사용하고있는적하보험약관 (Institute Cargo Clause, A/R)의Transit Clause에따르면 ,보험기간의종료는 수입의경우최종하역항에서화물의하역후()일이며 , 수출의경우에는하역후()일이다 .여기서 ()에알맞은것은? 
① 30, 30 
② 30, 60 
③ 60, 30 
④ 60, 60",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
133,보험중개사,손해보험,ABCA-13,20,손보2부,해상보험,,13,A,"다음중S.G. Policy에열거되어있지않는위험은 ? 
①화재 (Fire) 
②폭발 (Explosion) 
③투하 (Jettisons) 
④해상고유의 위험 (Perils oftheSeas)",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
134,보험중개사,손해보험,ABCA-14,20,손보2부,해상보험,,14,A,"다음적하보험계약의조건중보험료가가장저렴한것은? 
①FPA 
②WA 3% 
③WAIOP 
④A/R",1,,2025-08-23 21:17:14,2025-08-23 21:17:14
135,보험중개사,손해보험,ABCA-15,20,손보2부,해상보험,,15,A,"ICC(FPA)보험조건으로부보된화물에단독해손이발생 하였다 .다음중담보위험이아닌것은? 
①침몰 (Sinking) 
②좌초 (Stranding) 
③황천 (Heavy Weather) 
④화재 (Fire)",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
136,보험중개사,손해보험,ABCA-16,20,손보2부,해상보험,,16,A,"영국해상보험법 (MIA, 1906)상의보험증권해석에관한 규칙의 설명중틀린것은 ? 
①해상고유의 위험(Perils oftheSeas)에는풍파의통상 적인작용은포함하지 아니한다 . 
②도적(Thieves) 이란은밀한절도또는선원이든 승객을 불문하고승선자에 의한절도는포함하지 않는다 . 
③공동해손이 아닌해손(Average unless General)이란공동 해손손해가아닌분손과전손을의미하고 ,단독비용을 포함한다 . 
④기타일체의위험(All Other Perils)이란보험증권에 특별히기재된위험과동종의위험만을 말한다 .",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
137,보험중개사,손해보험,ABCA-17,20,손보2부,해상보험,,17,A,"다음중운송보험보통약관에관한설명으로틀린것은? 
①운송의지연으로 생긴손해는보상하지 않는다 . 
②보험계약자의 책임없는 사유로보험계약이 무효가 되거나책임이개시되기 이전에해지된경우에는 보험료전액을 ,책임개시 후사고발생전에해지된 경우에는 미경과기간에 해당하는 보험료를 돌려준다 . 
③보험계약자 또는피보험자가 손해의통지를게을리하여 손해가 증가된때에는그증가된손해는보상하지 않는다 . 
④이약관에정하지아니한사항은대한민국 법령에 따른다 .",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
138,보험중개사,손해보험,ABCA-18,20,손보2부,해상보험,,18,A,"ICC(C)조건에서는담보위험이아니지만 ICC(B)조건에서는 담보위험인것은? 
①육상운송용구의 전복 
②투하 
③화재 
④선박에선적또는양하작업 중해수면으로 낙하하여 멸실 되거나 추락하여 발생된포장단위의 전손",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
139,보험중개사,손해보험,ABCA-19,20,손보2부,해상보험,,19,A,"다음중공동해손행위에대한설명으로틀린것은? 
①좌초된선박을이초하기 위하여적재된화물의해상 투하(Jettison)는적하의공동해손 희생손에 해당된다 . 
②화물을선적한선박이침몰을피하기위하여임의 좌초함에 따라발생된선박의손해는공동해손 희생 손에해당된다 . 
③화물의공동해손 희생손은 이해당사자의 분담가액에 따라분담되므로 적하보험자에게 손해액전액을직접 청구할수없다. 
④선주가공동해손 선포시Average Bond는화주가직접 작성하여선주에게 제공하여야 한다.",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
140,보험중개사,손해보험,ABCA-20,20,손보2부,해상보험,,20,A,"운송보험의면책위험중특별약관으로별도약정하였을때 보상되는위험이아닌것은? 
①지진에의한해일 
②보험계약자 또는피보험자가 자신의화물을자기소유의 차량으로 운송하는 도중에발생된손해 
③냉동냉장고 및냉동냉장기계장치의 파손이나고장으로인한 손해 
④이사화물 중독또는항아리 ,병등의파손손해보험중개사시험 -",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
141,보험중개사,손해보험,ABCA-21,20,손보2부,해상보험,,21,A,"영국해상보험법 (MIA, 1906)및1983년협회기간약관 - 선박(ITC-Hulls)상선박의추정전손에관한설명중틀린 것은? 
①추정전손 보험금을 청구하기 위해서는 피보험자는 보험자 에게반드시합리적인 위부통지를 하여야한다. 
②선박이행방불명되어 상당기간 경과한경우에는 추정 전손이 아니라현실전손으로 간주한다 . 
③보험기간 중각기다른복수의사고로인하여발생한 선박의손상에대한예상수리비가 개별적으로는 협정 보험가액을 초과하지 않지만이들예상수리비의 총합 계가협정보험가액을 초과한다면 피보험자는 추정전손 보험금을 청구할수있다. 
④선박의추정전손여부를 결정하기 위해서는 손상에대한 예상수리비 뿐만아니라선박이부담하여야 할장래의 구조비와 선박이수리될경우에선박이부담하게 될 장래의공동해손분담금도 가산되어야 한다 .",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
142,보험중개사,손해보험,ABCA-22,20,손보2부,해상보험,,22,A,"1983년협회기간약관 -선박(ITC-Hulls)제12조공제액 (Deductible)조항에관한설명중틀린것은? 
①추정전손의 경우에는 공제액을 적용하지 않는다 . 
②전부손해에 추가하여 발생된충돌배상책임보상액에는 공제액을 적용한다 . 
③전부손해에 추가하여 발생된손해방지비용에는 공제 액을적용하지 않는다 . 
④선박이좌초된후발생한합리적인 선저검사비용은 실제선저에손상이발견되지않았으면공제액을 적용한다 .",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
143,보험중개사,손해보험,ABCA-23,20,손보2부,해상보험,,23,A,"해상에서선박사이의충돌을방지하기위하여제정된 1972년국제해상충돌예방규칙의 내용으로틀린것은? 
①두동력선이서로진로를횡단하는경우 (Crossing Situation) 에충돌의위험이있을때에는다른선박을 좌현쪽에두고있는선박이그다른선박의진로를 피하여야 한다 . 
②두동력선이정면으로마주치게되어(Head-on Situation) 충돌의위험이있을때에는각선박은서로다른선박의 좌현쪽을통과할수있도록우현쪽으로변침하여야 한다. 
③항해중인선박은그조종성능의우열에따라조종 불능선,조종제한선 ,어로에종사중인선박 ,범선, 일반동력선순으로진로의우선권이 있다 . 
④등화와관련하여 “현등 (Sidelights)” 이라함은우현 쪽에설치된녹등(Green Light),좌현쪽에설치된 홍등(Red Light)을의미한다 .",1,,2025-08-23 21:17:14,2025-08-23 21:17:14
144,보험중개사,손해보험,ABCA-24,20,손보2부,해상보험,,24,A,"국내에서 1983년협회기간약관 -선박(ITC-Hulls) FPL unless etc.의조건으로보험기간을 1년으로하는선박보험에가입 하는경우에보험자의책임은통상적으로보험기간의첫날 ()에시작하여마지막날()에종료한다 . 다음중()안에공통적으로들어갈적합한시각은 ? 
①12:00 (낮12시) 
②16:00 (오후4시) 
③18:00 (오후6시) 
④00:00 (자정 )",1,,2025-08-23 21:17:14,2025-08-23 21:17:14
145,보험중개사,손해보험,ABCA-25,20,손보2부,해상보험,,25,A,"ITC-Hulls(1/10/83) 3/4ths RDC, Deductible US$ 10,000의 보험조건에보험가입금액을 US$ 1,000,000로하는선박 보험에 가입한 A선박이부산항을출항하여알래스카까지의 단일편도구간항해중유빙(floating ice)과접촉하는 사고가각기날짜를달리하여연속적으로 2차례발생 하여선체가파손되었다 .(단,두사고모두상기보험계약 상의보험기간중에발생한것으로함) 검정인의검정결과 ,이로인한합리적수리비가 (1)제1차 사고 US$ 60,000, (2)제2차사고 US$ 40,000로각각 확인되었을때,선체보험자가지급해야할총보험금은 ? 
①US$55,000 
②US$65,000 
③US$ 80,000 
④US$90,000",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
146,보험중개사,손해보험,ABCA-26,20,손보2부,항공우주,,26,A,"항공보험약관 (London Aircraft Insurance Policy; AVN 1C) 에서담보하는위험이아닌것은? 
①기체손상및비행개시후60일이상의행방불명 
②비행승무원혹은객실승무원이 항공기운항에종사하는 중에입은상해 
③항공기사고로인한승객수하물의 멸실 
④승객이항공기에 승강중입은우발적인 신체상해",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
147,보험중개사,손해보험,ABCA-27,20,손보2부,항공우주,,27,A,"항공보험약관 (London Aircraft Insurance Policy; AVN 1C)제4장(SectionⅣ)(A)에서규정하고있는일반면책사항이 아닌것은 ? 
①악행혹은사보타지로 기인한손해 
②불가항력적인경우를제외하고 항공기가 제조업자가 제시 하는권고사항과 부합되지 않는장소에이착륙을시도하는 동안발생한손해 
③제1장(Section I)“기체의멸실이나 손상(Loss orDam age toAircraft)""에서담보하는 보험사고로 인하여항공기를 다른운송수단으로 운송하는 도중에발생한손해 
④폭동 ,소요혹은노동쟁의로기인한손해",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
148,보험중개사,손해보험,ABCA-28,20,손보2부,항공우주,,28,A,"항공보험에서사용되는특별약관이아닌것은? 
①Cross Liability Clause 
②Nuclear Risks Exclusion Clause 
③General Average Expenditure Clause 
④Deferred Premium Clause손해보험중개사시험 -",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
149,보험중개사,손해보험,ABCA-29,20,손보2부,항공우주,,29,A,"통상적인항공기체보험 (Aircraft HullInsurance)과우주궤도 보험(In-Orbit Insurance)계약을비교할때,두보험계약 간가장뚜렷한차이를보이는사항은 ? 
①자연소모로인한손해의보상여부 
②고의및중과실에 기인한손해의면책 
③갱신보험계약의 보험기간 
④대수의법칙적용의제한성",1,,2025-08-23 21:17:14,2025-08-23 21:17:14
150,보험중개사,손해보험,ABCA-30,20,손보2부,항공우주,,30,A,"항공보험에관한다음의설명중틀린것은? 
①항공보험약관 (London Aircraft Insurance Policy; AVN 1C)상항공기의 사용용도에서 “Commercial( 상업)”이란 ""Private Pleasure (사적오락)“에기술된용도및피보험자의 사업이나직업상의목적을위한용도로서 ,임대료 혹은보수를 받기위한 사용이아닌것을의미한다 . 
②기체전쟁보험(Hull War Risks Insurance) 에서 5대강국 (미,영,러,중,프)간에전쟁이발발하면 선전포고 여부를 불문하고 그전쟁에의한손해는면책위험에 해당한다 . 단,항공기가 그러한전쟁발발시비행중인 때에는 그항공기가 그후첫번째착륙을완료할때까지 그항공기에 대하여는 적용하지 않는다 . 
③기체전쟁보험(Hull War Risks Insurance) 에서는일반적 으로공제금액은 적용하지 않는다 . 
④항공보험은 기간보험으로 주로 1년을기준으로 보험 계약을체결하나 ,보험자의 동의를조건으로 1년미만 또는그이상의기간으로 계약이가능하다 .",1,,2025-08-23 21:17:14,2025-08-23 21:17:14
151,보험중개사,손해보험,ABCA-31,20,손보2부,재보험,,31,A,"재보험가격을산출하는 Burning Cost방법의단점으로 가장적합하지않은것은? 
①과거통계를사용하므로 미래를적절히예측하는데 어려움이있다 . 
②비비례재보험 가격산출의경우과거사고발생통계가 부족하여통계의충분성이 부족한경우가있다 . 
③계산이매우복잡하다 . 
④현재의재보험구조가과거에비해크게변했을경우 과거통계를사용하기곤란하다 .",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
152,보험중개사,손해보험,ABCA-32,20,손보2부,재보험,,32,A,"특약의균형(Treaty Balance)에대한다음설명중가장 적합한것은? 
①특약의질(Quality)을간접적으로 나타내는 비율이다 . 
②Treaty Limit을EPI(Expected Premium Income)로 나누어산출한수치를말한다 . 
③다수의전손사고가 발생하는 경우얼마의보험료가 소진되느냐의대비관계를 말한다 . 
④특약의균형이잘되어있을때재보험사로부터높은 이익수수료혜택을받을수있다 .",1,,2025-08-23 21:17:14,2025-08-23 21:17:14
153,보험중개사,손해보험,ABCA-33,20,손보2부,재보험,,33,A,"다음중비례적재보험 (Proportional Reinsurance)의특징 으로가장적합하지않은것은? 
①자본금이 미약한출재사의 지급능력문제해결가능 
②역선택의 우려가적어상대적으로높은수수료율 적용 가능 
③보험가입금액을 기준으로 위험분산 가능 
④재보험사의 수익률이높아모든재보험사가 선호",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
154,보험중개사,손해보험,ABCA-34,20,손보2부,재보험,,34,A,"다음중의무적임의재보험특약 (Facultative Obligatory Treaty)이가지고있는재보사입장에서의단점으로가장 적합하지않은것은? 
①수재위험을통제할수없다 . 
②출재사에 의한역선택 (Anti-Selection) 의가능성이있다. 
③비례적재보험이나 초과손해액 재보험과같이지속적인 출재물량이확보되지않는다 . 
④다른비례적재보험에 비하여수수료율이높다.",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
